material_id,pretty_formula,full_formula,unit_cell_formula,density,spacegroup.crystal_system,volume,band_gap,formation_energy_per_atom,e_above_hull,z_A,z_B,z_X,row_A,row_B,row_X,grp_A,grp_B,grp_X,atom_mass_A,atom_mass_B,atom_mass_X,mol_vol_A,mol_vol_B,mol_vol_X,ion_rad_A,ion_rad_B,ion_rad_X,cov_rad_A,cov_rad_B,cov_rad_X,vdw_rad_A,vdw_rad_B,vdw_rad_X,x_A,x_B,x_X,ea_A,ea_B,ea_X,k_A,k_B,k_X,val_A,val_B,val_X,bp_A,bp_B,bp_X,mp_A,mp_B,mp_X,heat_fus_A,heat_fus_B,heat_fus_X,ie_A,ie_B,ie_X,a,b,c,alpha,beta,gamma,nA,nB,nX,rA,rB,rX,mu,t,tau
mp-10250,BaLiF3,Ba1Li1F3,"{'Ba': 1.0, 'Li': 1.0, 'F': 3.0}",5.020979880537225,0,66.56179274997322,6.5716,-3.7672968750473337,0.0148238980000003,56,3,9,6,2,2,2,1,17,137.327,6.941,18.9984032,38.16,13.02,11.2,1.49,0.9,0.705,2.06,1.3,0.6,303,212,146,0.89,0.98,3.98,13.954,59.633,328.165,18.0,85.0,0.0277,2.0,1.0,1.0,2143.0,1615.0,85.03,1000.0,453.69,53.53,8.0,3.0,0.26,502.9,520.0,1681.0,4.052674,4.052674,4.052674,90.0,90.0,90.0,2.0,1.0,-1.0,1.61,0.76,1.33,0.5714285714285714,0.9946860941093063,3.394073057125021
mp-1097061,CaTlF3,Ca1Tl1F3,"{'Ca': 1.0, 'Tl': 1.0, 'F': 3.0}",5.456458649449334,2,91.74087869651436,4.8393,-3.321972458714,0.0180997480000009,20,81,9,4,6,2,2,13,17,40.078,204.3833,18.9984032,26.2,17.22,11.2,1.14,1.3325,0.705,1.74,1.44,0.6,262,260,146,1.01,1.62,3.98,2.37,36.375,328.165,200.0,46.0,0.0277,2.0,3.0,1.0,1757.0,1746.0,85.03,1115.0,577.0,53.53,8.54,4.2,0.26,589.8,589.4,1681.0,4.51086491,4.51086491,4.50862431,89.92703745,89.92703745,89.96285261,1.0,2.0,-1.0,1.7,1.0,1.33,0.7518796992481203,0.919542294847742,3.533749511257782
mp-998150,CaTlF3,Ca1Tl1F3,"{'Ca': 1.0, 'Tl': 1.0, 'F': 3.0}",5.446106021762052,3,91.915271034279,4.839799999999999,-3.3219133987140004,0.0181588079999999,20,81,9,4,6,2,2,13,17,40.078,204.3833,18.9984032,26.2,17.22,11.2,1.14,1.3325,0.705,1.74,1.44,0.6,262,260,146,1.01,1.62,3.98,2.37,36.375,328.165,200.0,46.0,0.0277,2.0,3.0,1.0,1757.0,1746.0,85.03,1115.0,577.0,53.53,8.54,4.2,0.26,589.8,589.4,1681.0,4.51367471,4.51367471,4.51157,90.0,90.0,90.09062056,1.0,2.0,-1.0,1.7,1.0,1.33,0.7518796992481203,0.919542294847742,3.533749511257782
mp-12262,CsBeF3,Cs4Be4F12,"{'Cs': 4.0, 'Be': 4.0, 'F': 12.0}",3.3970072526399973,3,388.93357937172016,6.6615,-3.4253817598002074,0.0,55,4,9,6,2,2,1,2,17,132.9054519,9.012182,18.9984032,70.94,4.85,11.2,1.81,0.59,0.705,2.38,0.99,0.6,348,198,146,0.79,1.57,3.98,45.505,0.0,328.165,36.0,190.0,0.0277,1.0,2.0,1.0,944.0,2742.0,85.03,301.59,1560.0,53.53,2.09,7.95,0.26,375.7,899.5,1681.0,4.889143,6.130177,12.976862,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,0.45,1.33,0.3383458646616541,1.275175712139785,4.877529088185466
mp-1017555,CsBeF3,Cs1Be1F3,"{'Cs': 1.0, 'Be': 1.0, 'F': 3.0}",5.026563847397926,0,65.71139997579614,5.385,-2.7628294543002068,0.6625523055000002,55,4,9,6,2,2,1,2,17,132.9054519,9.012182,18.9984032,70.94,4.85,11.2,1.81,0.59,0.705,2.38,0.99,0.6,348,198,146,0.79,1.57,3.98,45.505,0.0,328.165,36.0,190.0,0.0277,1.0,2.0,1.0,944.0,2742.0,85.03,301.59,1560.0,53.53,2.09,7.95,0.26,375.7,899.5,1681.0,4.035341,4.035341,4.035341,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,0.45,1.33,0.3383458646616541,1.275175712139785,4.877529088185466
mp-7104,CsCaF3,Cs1Ca1F3,"{'Cs': 1.0, 'Ca': 1.0, 'F': 3.0}",3.970085136030032,0,96.191527088259,7.2341,-3.7414078823002064,0.0,55,20,9,6,4,2,1,2,17,132.9054519,40.078,18.9984032,70.94,26.2,11.2,1.81,1.14,0.705,2.38,1.74,0.6,348,262,146,0.79,1.01,3.98,45.505,2.37,328.165,36.0,200.0,0.0277,1.0,2.0,1.0,944.0,1757.0,85.03,301.59,1115.0,53.53,2.09,8.54,0.26,375.7,589.8,1681.0,4.5819,4.5819,4.5819,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.0,1.33,0.7518796992481203,0.974168569789192,3.3081150828654353
mp-8399,CsCdF3,Cs1Cd1F3,"{'Cs': 1.0, 'Cd': 1.0, 'F': 3.0}",5.28437943950953,0,94.99702471329316,3.7494,-2.7297300893002068,0.0,55,48,9,6,5,2,1,12,17,132.9054519,112.411,18.9984032,70.94,13.0,11.2,1.81,1.09,0.705,2.38,1.4,0.6,348,249,146,0.79,1.69,3.98,45.505,0.0,328.165,36.0,97.0,0.0277,1.0,2.0,1.0,944.0,1040.0,85.03,301.59,594.22,53.53,2.09,6.3,0.26,375.7,867.8,1681.0,4.562855,4.562855,4.562855,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,0.95,1.33,0.7142857142857142,0.9955319156179022,3.2992801592625494
mp-556943,CsCoF3,Cs3Co3F9,"{'Cs': 3.0, 'Co': 3.0, 'F': 9.0}",4.7814213516825,6,259.2524122553585,0.0192000000000001,-2.5695580369668733,0.0430082023333344,55,27,9,6,4,2,1,9,17,132.9054519,58.933195,18.9984032,70.94,6.67,11.2,1.81,0.768333333,0.705,2.38,1.18,0.6,348,240,146,0.79,1.88,3.98,45.505,63.873,328.165,36.0,100.0,0.0277,1.0,4.0,1.0,944.0,3200.0,85.03,301.59,1768.0,53.53,2.09,16.2,0.26,375.7,760.4,1681.0,8.4103564,8.4103564,8.41035558,43.8510609,43.8510609,43.85106081,1.0,2.0,-1.0,1.88,0.745,1.33,0.5601503759398496,1.0938856711367795,3.5114375239317708
mp-555302,CsFeF3,Cs6Fe6F18,"{'Cs': 6.0, 'Fe': 6.0, 'F': 18.0}",4.796243831305913,1,510.4873134739285,3.4247,-2.858207783300206,0.0073562927499937,55,26,9,6,4,2,1,8,17,132.9054519,55.845,18.9984032,70.94,7.09,11.2,1.81,0.8525,0.705,2.38,1.24,0.6,348,244,146,0.79,1.83,3.98,45.505,14.569,328.165,36.0,80.0,0.0277,1.0,3.0,1.0,944.0,3134.0,85.03,301.59,1811.0,53.53,2.09,13.8,0.26,375.7,762.5,1681.0,6.30087318,6.30087318,14.847482,90.0,90.0,119.99999136,1.0,2.0,-1.0,1.88,0.78,1.33,0.5864661654135338,1.0757406481558374,3.444886787862623
mp-561947,CsHgF3,Cs1Hg1F3,"{'Cs': 1.0, 'Hg': 1.0, 'F': 3.0}",6.345337230084449,0,102.18920997436048,1.2673,-2.2693423573002067,0.0,55,80,9,6,6,2,1,12,17,132.9054519,200.59,18.9984032,70.94,14.09,11.2,1.81,1.245,0.705,2.38,1.32,0.6,348,247,146,0.79,2.0,3.98,45.505,0.0,328.165,36.0,8.3,0.0277,1.0,2.0,1.0,944.0,629.88,85.03,301.59,234.32,53.53,2.09,2.29,0.26,375.7,1007.1,1681.0,4.675216,4.675216,4.675216,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.02,1.33,0.7669172932330827,0.9658777734505605,3.3181983416607475
mp-8401,CsMgF3,Cs1Mg1F3,"{'Cs': 1.0, 'Mg': 1.0, 'F': 3.0}",4.626006179218942,0,76.89070343345318,7.094900000000001,-3.444036393966873,0.0576283829999999,55,12,9,6,3,2,1,2,17,132.9054519,24.305,18.9984032,70.94,14.0,11.2,1.81,0.86,0.705,2.38,1.4,0.6,348,251,146,0.79,1.31,3.98,45.505,0.0,328.165,36.0,160.0,0.0277,1.0,2.0,1.0,944.0,1363.0,85.03,301.59,923.0,53.53,2.09,8.7,0.26,375.7,737.7,1681.0,4.252307,4.252307,4.252307,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,0.72,1.33,0.5413533834586466,1.107225740296984,3.567764865528653
mp-558702,CsMnF3,Cs6Mn6F18,"{'Cs': 6.0, 'Mn': 6.0, 'F': 18.0}",4.56903758495555,1,533.8948033578279,3.4556,-3.0117645587565747,0.0,55,25,9,6,4,2,1,7,17,132.9054519,54.938045,18.9984032,70.94,7.35,11.2,1.81,0.648333333,0.705,2.38,1.29,0.6,348,245,146,0.79,1.55,3.98,45.505,0.0,328.165,36.0,7.8,0.0277,1.0,4.0,1.0,944.0,2334.0,85.03,301.59,1519.0,53.53,2.09,13.2,0.26,375.7,717.3,1681.0,6.33056019,6.33056019,15.382991,90.0,90.0,120.00000199,1.0,2.0,-1.0,1.88,0.83,1.33,0.6240601503759398,1.0508392442633414,3.3727820541814637
mp-611601,CsNiF3,Cs2Ni2F6,"{'Cs': 2.0, 'Ni': 2.0, 'F': 6.0}",3.185768830920607,1,259.15260821120165,4.409,-2.456118428300207,0.0947389299999921,55,28,9,6,4,2,1,10,17,132.9054519,58.6934,18.9984032,70.94,6.59,11.2,1.81,0.74,0.705,2.38,1.17,0.6,348,240,146,0.79,1.92,3.98,45.505,111.537,328.165,36.0,91.0,0.0277,1.0,2.0,1.0,944.0,3186.0,85.03,301.59,1728.0,53.53,2.09,17.2,0.26,375.7,737.1,1681.0,7.42974619,7.42974619,5.42097,90.0,90.0,120.0000017,1.0,2.0,-1.0,1.88,0.69,1.33,0.5187969924812029,1.123669686935058,3.645825462081981
mp-557772,CsNiF3,Cs2Ni2F6,"{'Cs': 2.0, 'Ni': 2.0, 'F': 6.0}",4.488869373147539,1,183.92165889918184,5.6234,-2.5508573583002074,0.0,55,28,9,6,4,2,1,10,17,132.9054519,58.6934,18.9984032,70.94,6.59,11.2,1.81,0.74,0.705,2.38,1.17,0.6,348,240,146,0.79,1.92,3.98,45.505,111.537,328.165,36.0,91.0,0.0277,1.0,2.0,1.0,944.0,3186.0,85.03,301.59,1728.0,53.53,2.09,17.2,0.26,375.7,737.1,1681.0,6.33681545,6.33681545,5.288836,90.0,90.0,119.99999426,1.0,2.0,-1.0,1.88,0.69,1.33,0.5187969924812029,1.123669686935058,3.645825462081981
mp-505492,CsNiF3,Cs3Ni3F9,"{'Cs': 3.0, 'Ni': 3.0, 'F': 9.0}",4.893373245908569,6,253.07704732558184,5.2134,-2.5433757419668743,0.0074816163333251,55,28,9,6,4,2,1,10,17,132.9054519,58.6934,18.9984032,70.94,6.59,11.2,1.81,0.74,0.705,2.38,1.17,0.6,348,240,146,0.79,1.92,3.98,45.505,111.537,328.165,36.0,91.0,0.0277,1.0,2.0,1.0,944.0,3186.0,85.03,301.59,1728.0,53.53,2.09,17.2,0.26,375.7,737.1,1681.0,8.34991789,8.34991789,8.34991858,43.78677003,43.78677003,43.78677183,1.0,2.0,-1.0,1.88,0.69,1.33,0.5187969924812029,1.123669686935058,3.645825462081981
mp-20282,CsPbF3,Cs2Pb2F6,"{'Cs': 2.0, 'Pb': 2.0, 'F': 6.0}",5.6808977595730346,6,232.14681541567185,3.67,-2.8029265203002067,0.0,55,82,9,6,6,2,1,14,17,132.9054519,207.2,18.9984032,70.94,18.26,11.2,1.81,1.1225,0.705,2.38,1.45,0.6,348,254,146,0.79,2.33,3.98,45.505,35.121,328.165,36.0,35.0,0.0277,1.0,4.0,1.0,944.0,2022.0,85.03,301.59,600.61,53.53,2.09,4.77,0.26,375.7,715.6,1681.0,6.83781742,6.83781742,6.83781737,61.19552194,61.19552194,61.19551689,1.0,2.0,-1.0,1.88,1.19,1.33,0.894736842105263,0.9007193522257212,3.5722023356874697
mp-5811,CsPbF3,Cs1Pb1F3,"{'Cs': 1.0, 'Pb': 1.0, 'F': 3.0}",5.596298708277052,0,117.82808534115296,3.6828,-2.7984810593002067,0.0044454609999995,55,82,9,6,6,2,1,14,17,132.9054519,207.2,18.9984032,70.94,18.26,11.2,1.81,1.1225,0.705,2.38,1.45,0.6,348,254,146,0.79,2.33,3.98,45.505,35.121,328.165,36.0,35.0,0.0277,1.0,4.0,1.0,944.0,2022.0,85.03,301.59,600.61,53.53,2.09,4.77,0.26,375.7,715.6,1681.0,4.902485,4.902485,4.902485,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.19,1.33,0.894736842105263,0.9007193522257212,3.5722023356874697
mp-1105915,CsSnF3,Cs4Sn4F12,"{'Cs': 4.0, 'Sn': 4.0, 'F': 12.0}",4.243776148333527,2,483.022706078646,3.8827,-2.803893364300207,0.0,55,50,9,6,5,2,1,14,17,132.9054519,118.71,18.9984032,70.94,16.29,11.2,1.81,0.83,0.705,2.38,1.4,0.6,348,242,146,0.79,1.96,3.98,45.505,107.298,328.165,36.0,67.0,0.0277,1.0,4.0,1.0,944.0,2875.0,85.03,301.59,505.08,53.53,2.09,7.0,0.26,375.7,708.6,1681.0,6.669265,4.961346,15.32983109,72.22332109,90.0,90.0,1.0,2.0,-1.0,1.88,1.15,1.33,0.8646616541353382,0.9152470837132328,3.4825642596619586
mp-998298,CsSnF3,Cs1Sn1F3,"{'Cs': 1.0, 'Sn': 1.0, 'F': 3.0}",4.352363781325892,5,117.74292902370954,3.3417,-2.777422205300207,0.0264711589999997,55,50,9,6,5,2,1,14,17,132.9054519,118.71,18.9984032,70.94,16.29,11.2,1.81,0.83,0.705,2.38,1.4,0.6,348,242,146,0.79,1.96,3.98,45.505,107.298,328.165,36.0,67.0,0.0277,1.0,4.0,1.0,944.0,2875.0,85.03,301.59,505.08,53.53,2.09,7.0,0.26,375.7,708.6,1681.0,4.772341,4.91583899,5.04052016,94.56653921,92.35238713,91.16891364,1.0,2.0,-1.0,1.88,1.15,1.33,0.8646616541353382,0.9152470837132328,3.4825642596619586
mp-8397,CsSrF3,Cs1Sr1F3,"{'Cs': 1.0, 'Sr': 1.0, 'F': 3.0}",4.081815100707497,0,112.89925899131217,6.4758,-3.69052260463354,0.0034051200000009,55,38,9,6,5,2,1,2,17,132.9054519,87.62,18.9984032,70.94,33.94,11.2,1.81,1.32,0.705,2.38,1.9,0.6,348,284,146,0.79,0.95,3.98,45.505,4.631,328.165,36.0,35.0,0.0277,1.0,2.0,1.0,944.0,1655.0,85.03,301.59,1050.0,53.53,2.09,8.0,0.26,375.7,549.5,1681.0,4.833151,4.833151,4.833151,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.18,1.33,0.8872180451127819,0.9043078755413616,3.5478276866313725
mp-8398,CsYbF3,Cs1Yb1F3,"{'Cs': 1.0, 'Yb': 1.0, 'F': 3.0}",6.575144130146604,0,91.65991426943197,7.431,-3.907911578633541,0.0,55,70,9,6,8,2,1,16,17,132.9054519,173.04,18.9984032,70.94,24.84,11.2,1.81,1.084,0.705,2.38,1.78,0.6,348,274,146,0.79,1.26,3.98,45.505,-1.93,328.165,36.0,39.0,0.0277,1.0,3.0,1.0,944.0,1469.0,85.03,301.59,1097.0,53.53,2.09,7.7,0.26,375.7,603.4,1681.0,4.508788,4.508788,4.508788,90.0,90.0,90.0,1.0,2.0,-1.0,1.88,1.02,1.33,0.7669172932330827,0.9658777734505605,3.3181983416607475
mp-643749,KCaF3,K4Ca4F12,"{'K': 4.0, 'Ca': 4.0, 'F': 12.0}",2.610411927823775,2,346.4864821349556,6.5991,-3.741463338314,0.0020317145000001,19,20,9,4,4,2,1,2,17,39.0983,40.078,18.9984032,45.94,26.2,11.2,1.52,1.14,0.705,2.0,1.74,0.6,273,262,146,0.82,1.01,3.98,48.385,2.37,328.165,100.0,200.0,0.0277,1.0,2.0,1.0,1032.0,1757.0,85.03,336.53,1115.0,53.53,2.33,8.54,0.26,418.8,589.8,1681.0,8.874099,6.224743,6.27264595,89.60780972,90.0,90.0,1.0,2.0,-1.0,1.64,1.0,1.33,0.7518796992481203,0.9013335365339252,3.645165674016445
mp-5926,KCaF3,K4Ca4F12,"{'K': 4.0, 'Ca': 4.0, 'F': 12.0}",2.609132358702981,3,346.65640582695755,6.6502,-3.743495052814001,0.0,19,20,9,4,4,2,1,2,17,39.0983,40.078,18.9984032,45.94,26.2,11.2,1.52,1.14,0.705,2.0,1.74,0.6,273,262,146,0.82,1.01,3.98,48.385,2.37,328.165,100.0,200.0,0.0277,1.0,2.0,1.0,1032.0,1757.0,85.03,336.53,1115.0,53.53,2.33,8.54,0.26,418.8,589.8,1681.0,6.209429,6.314057,8.841767,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,1.0,1.33,0.7518796992481203,0.9013335365339252,3.645165674016445
mp-4950,KCaF3,K1Ca1F3,"{'K': 1.0, 'Ca': 1.0, 'F': 3.0}",2.5118832221378504,0,90.01935657512333,6.4316,-3.719588355314001,0.0239066975000001,19,20,9,4,4,2,1,2,17,39.0983,40.078,18.9984032,45.94,26.2,11.2,1.52,1.14,0.705,2.0,1.74,0.6,273,262,146,0.82,1.01,3.98,48.385,2.37,328.165,100.0,200.0,0.0277,1.0,2.0,1.0,1032.0,1757.0,85.03,336.53,1115.0,53.53,2.33,8.54,0.26,418.8,589.8,1681.0,4.481726,4.481726,4.481726,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,1.0,1.33,0.7518796992481203,0.9013335365339252,3.645165674016445
mp-10175,KCdF3,K1Cd1F3,"{'K': 1.0, 'Cd': 1.0, 'F': 3.0}",3.8731159479674457,0,89.39311097432315,3.5644,-2.709155664314,0.0255685490000008,19,48,9,4,5,2,1,12,17,39.0983,112.411,18.9984032,45.94,13.0,11.2,1.52,1.09,0.705,2.0,1.4,0.6,273,249,146,0.82,1.69,3.98,48.385,0.0,328.165,100.0,97.0,0.0277,1.0,2.0,1.0,1032.0,1040.0,85.03,336.53,594.22,53.53,2.33,6.3,0.26,418.8,867.8,1681.0,4.471309,4.471309,4.471309,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.95,1.33,0.7142857142857142,0.9210996228614236,3.561811124465435
mp-9628,KCdF3,K4Cd4F12,"{'K': 4.0, 'Cd': 4.0, 'F': 12.0}",4.043761208698401,3,342.4830160676264,3.3539,-2.734724213314,0.0,19,48,9,4,5,2,1,12,17,39.0983,112.411,18.9984032,45.94,13.0,11.2,1.52,1.09,0.705,2.0,1.4,0.6,273,249,146,0.82,1.69,3.98,48.385,0.0,328.165,100.0,97.0,0.0277,1.0,2.0,1.0,1032.0,1040.0,85.03,336.53,594.22,53.53,2.33,6.3,0.26,418.8,867.8,1681.0,6.186734,6.289337,8.801825,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.95,1.33,0.7142857142857142,0.9210996228614236,3.561811124465435
mp-556365,KCrF3,K2Cr2F6,"{'K': 2.0, 'Cr': 2.0, 'F': 6.0}",3.1592791424115414,2,155.67385534070624,1.4964000000000004,-2.614388944314,0.3346319929999968,19,24,9,4,4,2,1,6,17,39.0983,51.9961,18.9984032,45.94,7.23,11.2,1.52,0.94,0.705,2.0,1.3,0.6,273,245,146,0.82,1.66,3.98,48.385,64.3,328.165,100.0,94.0,0.0277,1.0,6.0,1.0,1032.0,2944.0,85.03,336.53,2180.0,53.53,2.33,20.5,0.26,418.8,652.9,1681.0,5.99177582,5.99177582,5.9545314,62.20016126,62.20016126,93.94683315,1.0,2.0,-1.0,1.64,0.8,1.33,0.6015037593984962,0.9859657934854675,3.5182904139074758
mp-560547,KCrF3,K2Cr2F6,"{'K': 2.0, 'Cr': 2.0, 'F': 6.0}",3.183934084374591,4,154.46838758701583,2.0825000000000005,-2.9490209373140006,0.0,19,24,9,4,4,2,1,6,17,39.0983,51.9961,18.9984032,45.94,7.23,11.2,1.52,0.94,0.705,2.0,1.3,0.6,273,245,146,0.82,1.66,3.98,48.385,64.3,328.165,100.0,94.0,0.0277,1.0,6.0,1.0,1032.0,2944.0,85.03,336.53,2180.0,53.53,2.33,20.5,0.26,418.8,652.9,1681.0,6.0551284,6.0551284,6.0551284,121.02645781,121.02645781,88.23113133,1.0,2.0,-1.0,1.64,0.8,1.33,0.6015037593984962,0.9859657934854675,3.5182904139074758
mp-1180767,KCrF3,K2Cr2F6,"{'K': 2.0, 'Cr': 2.0, 'F': 6.0}",3.175773579602365,4,154.86531135455337,1.5757,-2.9395607833140005,0.6830941909999968,19,24,9,4,4,2,1,6,17,39.0983,51.9961,18.9984032,45.94,7.23,11.2,1.52,0.94,0.705,2.0,1.3,0.6,273,245,146,0.82,1.66,3.98,48.385,64.3,328.165,100.0,94.0,0.0277,1.0,6.0,1.0,1032.0,2944.0,85.03,336.53,2180.0,53.53,2.33,20.5,0.26,418.8,652.9,1681.0,5.98001585,5.98001585,5.98001585,118.30448199,118.30448199,92.96270022,1.0,2.0,-1.0,1.64,0.8,1.33,0.6015037593984962,0.9859657934854675,3.5182904139074758
mp-566131,KCrF3,K1Cr1F3,"{'K': 1.0, 'Cr': 1.0, 'F': 3.0}",3.1896482189467568,4,77.09583164614405,1.1849000000000005,-2.927134822314,0.0218861149999964,19,24,9,4,4,2,1,6,17,39.0983,51.9961,18.9984032,45.94,7.23,11.2,1.52,0.94,0.705,2.0,1.3,0.6,273,245,146,0.82,1.66,3.98,48.385,64.3,328.165,100.0,94.0,0.0277,1.0,6.0,1.0,1032.0,2944.0,85.03,336.53,2180.0,53.53,2.33,20.5,0.26,418.8,652.9,1681.0,4.09361,4.09361,4.600637,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.8,1.33,0.6015037593984962,0.9859657934854675,3.5182904139074758
mp-1180782,KCrF3,K2Cr2F6,"{'K': 2.0, 'Cr': 2.0, 'F': 6.0}",3.1835976955640257,3,154.4847091961321,0.1663999999999998,-2.9395878483139994,0.6821922519999957,19,24,9,4,4,2,1,6,17,39.0983,51.9961,18.9984032,45.94,7.23,11.2,1.52,0.94,0.705,2.0,1.3,0.6,273,245,146,0.82,1.66,3.98,48.385,64.3,328.165,100.0,94.0,0.0277,1.0,6.0,1.0,1032.0,2944.0,85.03,336.53,2180.0,53.53,2.33,20.5,0.26,418.8,652.9,1681.0,5.97708331,5.97708331,5.97708331,118.61015702,118.14721489,92.8323593,1.0,2.0,-1.0,1.64,0.8,1.33,0.6015037593984962,0.9859657934854675,3.5182904139074758
mp-7483,KHgF3,K1Hg1F3,"{'K': 1.0, 'Hg': 1.0, 'F': 3.0}",5.05758662629168,0,97.40902025202084,1.1609,-2.2226410083140005,0.0,19,80,9,4,6,2,1,12,17,39.0983,200.59,18.9984032,45.94,14.09,11.2,1.52,1.245,0.705,2.0,1.32,0.6,273,247,146,0.82,2.0,3.98,48.385,0.0,328.165,100.0,8.3,0.0277,1.0,2.0,1.0,1032.0,629.88,85.03,336.53,234.32,53.53,2.33,2.29,0.26,418.8,1007.1,1681.0,4.60115,4.60115,4.60115,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,1.02,1.33,0.7669172932330827,0.8936626128187428,3.6896127803582432
mp-3448,KMgF3,K1Mg1F3,"{'K': 1.0, 'Mg': 1.0, 'F': 3.0}",3.0019056150266654,0,66.59983836615037,6.9537,-3.5658730069806666,0.0,19,12,9,4,3,2,1,2,17,39.0983,24.305,18.9984032,45.94,14.0,11.2,1.52,0.86,0.705,2.0,1.4,0.6,273,251,146,0.82,1.31,3.98,48.385,0.0,328.165,100.0,160.0,0.0277,1.0,2.0,1.0,1032.0,1363.0,85.03,336.53,923.0,53.53,2.33,8.7,0.26,418.8,737.7,1681.0,4.053446,4.053446,4.053446,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.72,1.33,0.5413533834586466,1.0244425073775834,3.614200992037822
mp-555123,KMnF3,K1Mn1F3,"{'K': 1.0, 'Mn': 1.0, 'F': 3.0}",3.2433567016178326,0,77.32538224288785,3.1383,-3.0390371764370347,0.0022959640000008,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,4.260305,4.260305,4.260305,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
mp-555359,KMnF3,K2Mn2F6,"{'K': 2.0, 'Mn': 2.0, 'F': 6.0}",3.259562482738723,4,153.88187711125633,2.1006,-3.040933558437035,0.0001751920000012,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,6.02760238,6.02760238,6.02760238,120.40934207,120.40934207,89.29244903,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
mp-558046,KMnF3,K4Mn4F12,"{'K': 4.0, 'Mn': 4.0, 'F': 12.0}",3.2570939353925774,3,307.9970079799405,3.2062,-3.041128655937035,0.0,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,6.007425,6.033194,8.497885,90.0,90.0,90.0,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
mp-1180746,KMnF3,K2Mn2F6,"{'K': 2.0, 'Mn': 2.0, 'F': 6.0}",3.2177279050611136,4,155.8825383017385,1.7405,-3.0385964924370352,0.0017390580000009,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,6.0423679,6.0423679,6.0423679,120.04698762,120.04698762,89.9186343,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
mp-1205353,KMnF3,K2Mn2F6,"{'K': 2.0, 'Mn': 2.0, 'F': 6.0}",3.261953648675933,3,153.7690744345378,2.4091000000000005,-3.0402550084370352,0.0002744370000007,19,25,9,4,4,2,1,7,17,39.0983,54.938045,18.9984032,45.94,7.35,11.2,1.52,0.648333333,0.705,2.0,1.29,0.6,273,245,146,0.82,1.55,3.98,48.385,0.0,328.165,100.0,7.8,0.0277,1.0,4.0,1.0,1032.0,2334.0,85.03,336.53,1519.0,53.53,2.33,13.2,0.26,418.8,717.3,1681.0,6.0090421,6.0090421,6.0090421,120.05422893,119.64688248,90.25940097,1.0,2.0,-1.0,1.64,0.83,1.33,0.6240601503759398,0.9722718241315027,3.503773370075809
