material_id,pretty_formula,full_formula,unit_cell_formula,density,spacegroup.crystal_system,volume,band_gap,formation_energy_per_atom,e_above_hull,z_A,z_B,z_X,row_A,row_B,row_X,grp_A,grp_B,grp_X,atom_mass_A,atom_mass_B,atom_mass_X,mol_vol_A,mol_vol_B,mol_vol_X,ion_rad_A,ion_rad_B,ion_rad_X,cov_rad_A,cov_rad_B,cov_rad_X,vdw_rad_A,vdw_rad_B,vdw_rad_X,x_A,x_B,x_X,ea_A,ea_B,ea_X,k_A,k_B,k_X,val_A,val_B,val_X,bp_A,bp_B,bp_X,mp_A,mp_B,mp_X,heat_fus_A,heat_fus_B,heat_fus_X,ie_A,ie_B,ie_X,a,b,c,alpha,beta,gamma,nA,nB,nX,rA,rB,rX,mu,t,tau
mp-4514,NaNbO3,Na2Nb2O6,"{'Na': 2.0, 'Nb': 2.0, 'O': 6.0}",4.323305459302929,6,125.9004122361071,2.7872000000000003,-2.8458871057500006,0.0108272059999983,11,41,8,3,5,2,1,5,16,22.98976928,92.90638,15.9994,23.78,10.83,17.36,1.16,0.82,1.26,1.6,1.56,0.64,250,256,150,0.93,1.59,3.44,52.867,88.381,140.976,140.0,54.0,0.02658,1.0,5.0,2.0,1156.0,5017.0,90.2,370.87,2750.0,54.8,2.6,26.8,0.222,495.8,652.1,1313.0,5.6789395,5.6789395,5.67893904,58.7813182,58.7813182,58.78131634,1.0,5.0,-2.0,1.39,0.64,1.4,0.4571428571428572,0.9670725095639545,3.9877844549303405
mp-4531,NaNO3,Na2N2O6,"{'Na': 2.0, 'N': 2.0, 'O': 6.0}",2.124228814745423,6,132.88301882780115,2.9609,-1.455404474225999,0.0,11,7,8,3,2,2,1,15,16,22.98976928,14.0067,15.9994,23.78,13.54,17.36,1.16,0.63,1.26,1.6,0.71,0.64,250,166,150,0.93,3.04,3.44,52.867,0.0,140.976,140.0,0.02583,0.02658,1.0,3.0,2.0,1156.0,77.36,90.2,370.87,63.05,54.8,2.6,0.36,0.222,495.8,1402.0,1313.0,6.54322747,6.54322747,6.54322744,46.13967122,46.13967122,46.13967038,1.0,5.0,-2.0,1.39,0.13,1.4,0.09285714285714286,1.2894300127519396,14.281658199652409
mp-4575,MgGeO3,Mg16Ge16O48,"{'Mg': 16.0, 'Ge': 16.0, 'O': 48.0}",4.104483333370177,3,938.2280847139606,2.9034000000000004,-2.525025626041665,0.0459696323750034,12,32,8,3,4,2,2,14,16,24.305,72.64,15.9994,14.0,13.63,17.36,0.86,0.77,1.26,1.4,1.2,0.64,251,229,150,1.31,2.01,3.44,0.0,118.939,140.976,160.0,60.0,0.02658,2.0,4.0,2.0,1363.0,3093.0,90.2,923.0,1211.4,54.8,8.7,31.8,0.222,737.7,762.0,1313.0,5.420146,9.074987,19.074424,90.0,90.0,90.0,2.0,4.0,-2.0,0.89,0.53,1.4,0.3785714285714286,0.8390023465892196,5.120773417585061
mp-4675,NaTaO3,Na2Ta2O6,"{'Na': 2.0, 'Ta': 2.0, 'O': 6.0}",6.807691855854462,4,122.9048931310598,2.3243,-3.07528078375,0.0046184414999999,11,73,8,3,6,2,1,5,16,22.98976928,180.94788,15.9994,23.78,10.85,17.36,1.16,0.82,1.26,1.6,1.58,0.64,250,257,150,0.93,1.51,3.44,52.867,31.068,140.976,140.0,57.0,0.02658,1.0,5.0,2.0,1156.0,5731.0,90.2,370.87,3290.0,54.8,2.6,36.0,0.222,495.8,761.0,1313.0,5.549714,5.549714,3.990506,90.0,90.0,90.0,1.0,5.0,-2.0,1.39,0.64,1.4,0.4571428571428572,0.9670725095639545,3.9877844549303405
mp-4681,NaNbO3,Na4Nb4O12,"{'Na': 4.0, 'Nb': 4.0, 'O': 12.0}",4.333350384066994,3,251.21713746027703,2.3685,-2.84389869325,0.0128156184999994,11,41,8,3,5,2,1,5,16,22.98976928,92.90638,15.9994,23.78,10.83,17.36,1.16,0.82,1.26,1.6,1.56,0.64,250,256,150,0.93,1.59,3.44,52.867,88.381,140.976,140.0,54.0,0.02658,1.0,5.0,2.0,1156.0,5017.0,90.2,370.87,2750.0,54.8,2.6,26.8,0.222,495.8,652.1,1313.0,5.621033,5.69808,7.843404,90.0,90.0,90.0,1.0,5.0,-2.0,1.39,0.64,1.4,0.4571428571428572,0.9670725095639545,3.9877844549303405
mp-4699,NaTaO3,Na4Ta4O12,"{'Na': 4.0, 'Ta': 4.0, 'O': 12.0}",6.857101884357956,3,244.03856151579427,2.389,-3.0785111547499997,0.0013880705000008,11,73,8,3,6,2,1,5,16,22.98976928,180.94788,15.9994,23.78,10.85,17.36,1.16,0.82,1.26,1.6,1.58,0.64,250,257,150,0.93,1.51,3.44,52.867,31.068,140.976,140.0,57.0,0.02658,1.0,5.0,2.0,1156.0,5731.0,90.2,370.87,3290.0,54.8,2.6,36.0,0.222,495.8,761.0,1313.0,5.55708168,5.55708168,7.902826,90.0,90.0,90.51470065,1.0,5.0,-2.0,1.39,0.64,1.4,0.4571428571428572,0.9670725095639545,3.9877844549303405
mp-4734,NaPO3,Na8P8O24,"{'Na': 8.0, 'P': 8.0, 'O': 24.0}",2.4814412592979656,2,545.848707735316,5.2218,-2.6443410202142856,0.0083346159166675,11,15,8,3,3,2,1,15,16,22.98976928,30.973762,15.9994,23.78,17.02,17.36,1.16,0.55,1.26,1.6,1.09,0.64,250,190,150,0.93,2.19,3.44,52.867,72.037,140.976,140.0,0.236,0.02658,1.0,5.0,2.0,1156.0,550.0,90.2,370.87,317.0,54.8,2.6,0.64,0.222,495.8,1011.0,1313.0,6.256455,7.08626,14.03222945,61.33092031,90.0,90.0,1.0,5.0,-2.0,1.39,0.38,1.4,0.27142857142857146,1.1083302918598135,5.504728085240877
mp-4748,NaNbO3,Na4Nb4O12,"{'Na': 4.0, 'Nb': 4.0, 'O': 12.0}",4.399581445185803,3,247.43532826035175,1.6831,-2.83319890275,0.023515408999998,11,41,8,3,5,2,1,5,16,22.98976928,92.90638,15.9994,23.78,10.83,17.36,1.16,0.82,1.26,1.6,1.56,0.64,250,256,150,0.93,1.59,3.44,52.867,88.381,140.976,140.0,54.0,0.02658,1.0,5.0,2.0,1156.0,5017.0,90.2,370.87,2750.0,54.8,2.6,26.8,0.222,495.8,652.1,1313.0,5.58105351,5.58105351,7.944256,90.0,90.0,90.60105371,1.0,5.0,-2.0,1.39,0.64,1.4,0.4571428571428572,0.9670725095639545,3.9877844549303405
mp-4819,MgGeO3,Mg4Ge4O12,"{'Mg': 4.0, 'Ge': 4.0, 'O': 12.0}",4.25306581319823,2,226.3626819891857,2.5362,-2.5709952584166667,0.0,12,32,8,3,4,2,2,14,16,24.305,72.64,15.9994,14.0,13.63,17.36,0.86,0.77,1.26,1.4,1.2,0.64,251,229,150,1.31,2.01,3.44,0.0,118.939,140.976,160.0,60.0,0.02658,2.0,4.0,2.0,1363.0,3093.0,90.2,923.0,1211.4,54.8,8.7,31.8,0.222,737.7,762.0,1313.0,6.6484768,6.6484768,5.23244092,81.87577436,81.87577436,85.94575449,2.0,4.0,-2.0,0.89,0.53,1.4,0.3785714285714286,0.8390023465892196,5.120773417585061
mp-4995,LiSbO3,Li4Sb4O12,"{'Li': 4.0, 'Sb': 4.0, 'O': 12.0}",5.18196318108397,3,226.4901655095045,2.1517,-2.1273666170833336,0.0,3,51,8,2,5,2,1,15,16,6.941,121.76,15.9994,13.02,18.19,17.36,0.9,0.83,1.26,1.3,1.4,0.64,212,247,150,0.98,2.05,3.44,59.633,100.924,140.976,85.0,24.0,0.02658,1.0,5.0,2.0,1615.0,1860.0,90.2,453.69,903.78,54.8,3.0,19.7,0.222,520.0,834.0,1313.0,4.991988,5.270282,8.608787,90.0,90.0,90.0,1.0,5.0,-2.0,0.92,0.6,1.4,0.4285714285714286,0.820243866176395,4.920547752405589
mp-5026,MgSiO3,Mg8Si8O24,"{'Mg': 8.0, 'Si': 8.0, 'O': 24.0}",2.98751890242804,3,446.38876242009707,4.6064,-3.238946472666666,0.0066469197500005,12,14,8,3,3,2,2,14,16,24.305,28.0855,15.9994,14.0,12.06,17.36,0.86,0.54,1.26,1.4,1.14,0.64,251,219,150,1.31,1.98,3.44,0.0,133.068,140.976,160.0,150.0,0.02658,2.0,4.0,2.0,1363.0,3173.0,90.2,923.0,1687.0,54.8,8.7,50.2,0.222,737.7,786.5,1313.0,5.380032,8.85871,9.366081,90.0,90.0,90.0,2.0,4.0,-2.0,0.89,0.4,1.4,0.28571428571428575,0.8995969605095522,5.0641907098236185
mp-510672,MnPbO3,Mn6Pb6O18,"{'Mn': 6.0, 'Pb': 6.0, 'O': 18.0}",8.22079444169452,2,375.8712283419961,0.5679999999999996,-1.6481250252063668,0.0788260412916805,25,82,8,4,6,2,7,14,16,54.938045,207.2,15.9994,7.35,18.26,17.36,0.648333333,1.1225,1.26,1.29,1.45,0.64,245,254,150,1.55,2.33,3.44,0.0,35.121,140.976,7.8,35.0,0.02658,4.0,4.0,2.0,2334.0,2022.0,90.2,1519.0,600.61,54.8,13.2,4.77,0.222,717.3,715.6,1313.0,5.60775409,5.59410347,13.85591761,88.94657284,87.89792105,59.91925256,2.0,4.0,-2.0,1.49,0.53,1.4,0.3785714285714286,1.0588282889270062,4.081085322006645
mp-5163,LaRhO3,La4Rh4O12,"{'La': 4.0, 'Rh': 4.0, 'O': 12.0}",7.464202806132534,3,257.8919470133035,0.5966000000000005,-2.5593469097500003,0.0,57,45,8,8,5,2,3,9,16,138.90547,102.9055,15.9994,22.39,8.28,17.36,1.172,0.745,1.26,1.94,1.34,0.64,298,244,150,1.1,2.28,3.44,45.35,109.704,140.976,13.0,150.0,0.02658,3.0,6.0,2.0,3743.0,3968.0,90.2,1193.0,2237.0,54.8,6.2,21.7,0.222,538.1,719.7,1313.0,5.52133,5.878627,7.945444,90.0,90.0,90.0,3.0,3.0,-2.0,1.36,0.665,1.4,0.47500000000000003,0.9450918721912208,1.6807235681614277
mp-5304,LaAlO3,La1Al1O3,"{'La': 1.0, 'Al': 1.0, 'O': 3.0}",6.415375294665767,0,55.36149146933016,3.575500000000001,-3.72458218375,0.006788504000001,57,13,8,8,3,2,3,13,16,138.90547,26.9815386,15.9994,22.39,10.0,17.36,1.172,0.675,1.26,1.94,1.24,0.64,298,225,150,1.1,1.61,3.44,45.35,41.762,140.976,13.0,235.0,0.02658,3.0,3.0,2.0,3743.0,2792.0,90.2,1193.0,933.47,54.8,6.2,10.7,0.222,538.1,577.5,1313.0,3.811266,3.811266,3.811266,90.0,90.0,90.0,3.0,3.0,-2.0,1.36,0.535,1.4,0.3821428571428572,1.0085864165761607,1.7908706920491912
mp-530986,MgSiO3,Mg32Si32O96,"{'Mg': 32.0, 'Si': 32.0, 'O': 96.0}",3.423695517262833,2,1558.076480618438,4.5229,-3.1253042935416677,0.1202890988749993,12,14,8,3,3,2,2,14,16,24.305,28.0855,15.9994,14.0,12.06,17.36,0.86,0.54,1.26,1.4,1.14,0.64,251,219,150,1.31,1.98,3.44,0.0,133.068,140.976,160.0,150.0,0.02658,2.0,4.0,2.0,1363.0,3173.0,90.2,923.0,1687.0,54.8,8.7,50.2,0.222,737.7,786.5,1313.0,10.04867239,10.04867239,16.39652185,89.97774463,89.97774463,70.23121932,2.0,4.0,-2.0,0.89,0.4,1.4,0.28571428571428575,0.8995969605095522,5.0641907098236185
mp-532143,MnSiO3,Mn16Si16O48,"{'Mn': 16.0, 'Si': 16.0, 'O': 48.0}",4.16965051865004,4,834.8583658931389,2.4641,-2.7259952141230337,0.0823572037499964,25,14,8,4,3,2,7,14,16,54.938045,28.0855,15.9994,7.35,12.06,17.36,0.648333333,0.54,1.26,1.29,1.14,0.64,245,219,150,1.55,1.98,3.44,0.0,133.068,140.976,7.8,150.0,0.02658,4.0,4.0,2.0,2334.0,3173.0,90.2,1519.0,1687.0,54.8,13.2,50.2,0.222,717.3,786.5,1313.0,10.27450598,10.27450598,10.27450598,109.12427508,109.12427508,110.16736258,2.0,4.0,-2.0,0.96,0.4,1.4,0.28571428571428575,0.9270955575556956,4.982777162903586
mp-5348,MgCO3,Mg2C2O6,"{'Mg': 2.0, 'C': 2.0, 'O': 6.0}",2.8989730824772217,6,96.59042759222018,4.9978,-2.458758379416667,0.0,12,6,8,3,2,2,2,14,16,24.305,12.0107,15.9994,14.0,5.29,17.36,0.86,0.3,1.26,1.4,0.75,0.64,251,177,150,1.31,2.55,3.44,0.0,121.776,140.976,160.0,140.0,0.02658,2.0,4.0,2.0,1363.0,4300.0,90.2,923.0,3800.0,54.8,8.7,117.0,0.222,737.7,1086.0,1313.0,5.74481665,5.74481665,5.74481614,48.20610402,48.20610402,48.20610484,2.0,4.0,-2.0,0.89,0.16,1.4,0.1142857142857143,1.0379964928956371,11.232920224421996
mp-545712,LiUO3,Li1U1O3,"{'Li': 1.0, 'U': 1.0, 'O': 3.0}",6.221225160327004,0,78.1976185374707,0.431,-3.1499198200833325,0.2077664050000169,3,92,8,2,9,2,1,6,16,6.941,238.02891,15.9994,13.02,12.49,17.36,0.9,0.99125,1.26,1.3,1.83,0.64,212,305,150,0.98,1.7,3.44,59.633,0.0,140.976,85.0,27.0,0.02658,1.0,6.0,2.0,1615.0,4200.0,90.2,453.69,1405.3,54.8,3.0,14.0,0.222,520.0,597.6,1313.0,4.276264,4.276264,4.276264,90.0,90.0,90.0,1.0,5.0,-2.0,0.92,0.76,1.4,0.5428571428571429,0.7594850612744398,7.178107020036972
mp-546079,MgCO3,Mg2C2O6,"{'Mg': 2.0, 'C': 2.0, 'O': 6.0}",3.084978942928656,3,90.76659996550488,5.1935,-2.080703748416666,0.3780546310000003,12,6,8,3,2,2,2,14,16,24.305,12.0107,15.9994,14.0,5.29,17.36,0.86,0.3,1.26,1.4,0.75,0.64,251,177,150,1.31,2.55,3.44,0.0,121.776,140.976,160.0,140.0,0.02658,2.0,4.0,2.0,1363.0,4300.0,90.2,923.0,3800.0,54.8,8.7,117.0,0.222,737.7,1086.0,1313.0,5.16286057,5.16286057,3.646814,90.0,90.0,110.97251163,2.0,4.0,-2.0,0.89,0.16,1.4,0.1142857142857143,1.0379964928956371,11.232920224421996
mp-547792,KSbO3,K2Sb2O6,"{'K': 2.0, 'Sb': 2.0, 'O': 6.0}",4.300712485258819,6,161.28228927280705,2.6838,-2.06249719335,0.0,19,51,8,4,5,2,1,15,16,39.0983,121.76,15.9994,45.94,18.19,17.36,1.52,0.83,1.26,2.0,1.4,0.64,273,247,150,0.82,2.05,3.44,48.385,100.924,140.976,100.0,24.0,0.02658,1.0,5.0,2.0,1032.0,1860.0,90.2,336.53,903.78,54.8,2.33,19.7,0.222,418.8,834.0,1313.0,6.97041255,6.97041255,6.97041317,46.25064804,46.25064804,46.25064605,1.0,5.0,-2.0,1.64,0.6,1.4,0.4285714285714286,1.0748023074035522,4.051656451743729
mp-552676,LaFeO3,La1Fe1O3,"{'La': 1.0, 'Fe': 1.0, 'O': 3.0}",6.50503335833213,0,61.96642318273111,1.0423,-2.8272400497499985,0.1304068179999795,57,26,8,8,4,2,3,8,16,138.90547,55.845,15.9994,22.39,7.09,17.36,1.172,0.8525,1.26,1.94,1.24,0.64,298,244,150,1.1,1.83,3.44,45.35,14.569,140.976,13.0,80.0,0.02658,3.0,3.0,2.0,3743.0,3134.0,90.2,1193.0,1811.0,54.8,6.2,13.8,0.222,538.1,762.5,1313.0,3.957177,3.957177,3.957177,90.0,90.0,90.0,3.0,3.0,-2.0,1.36,0.645,1.4,0.46071428571428574,0.9543348244864894,1.6499917729925677
mp-555118,NaPO3,Na12P12O36,"{'Na': 12.0, 'P': 12.0, 'O': 36.0}",2.4146125117346724,3,841.4340798738436,5.0982,-2.6526756361309527,0.0,11,15,8,3,3,2,1,15,16,22.98976928,30.973762,15.9994,23.78,17.02,17.36,1.16,0.55,1.26,1.6,1.09,0.64,250,190,150,0.93,2.19,3.44,52.867,72.037,140.976,140.0,0.236,0.02658,1.0,5.0,2.0,1156.0,550.0,90.2,370.87,317.0,54.8,2.6,0.64,0.222,495.8,1011.0,1313.0,7.806553,8.031492,13.420372,90.0,90.0,90.0,1.0,5.0,-2.0,1.39,0.38,1.4,0.27142857142857146,1.1083302918598135,5.504728085240877
mp-555562,LiIO3,Li8I8O24,"{'Li': 8.0, 'I': 8.0, 'O': 24.0}",3.5833879372455195,4,674.1296746810573,3.5594,-1.2470161543333331,0.148073749249999,3,53,8,2,5,2,1,17,16,6.941,126.90447,15.9994,13.02,25.72,17.36,0.9,1.273333333,1.26,1.3,1.36,0.64,212,204,150,0.98,2.66,3.44,59.633,295.152,140.976,85.0,0.449,0.02658,1.0,7.0,2.0,1615.0,457.4,90.2,453.69,386.85,54.8,3.0,7.76,0.222,520.0,1008.4,1313.0,9.977056,9.977056,6.772338,90.0,90.0,90.0,5.0,1.0,-2.0,0.95,0.76,1.4,0.5428571428571429,0.7693059887909196,4.850980998936329
mp-555726,NaClO3,Na4Cl4O12,"{'Na': 4.0, 'Cl': 4.0, 'O': 12.0}",1.8629597444483448,0,379.5023232314643,5.7371,-1.1794278349019998,0.0377507197499999,11,17,8,3,3,2,1,17,16,22.98976928,35.453,15.9994,23.78,17.39,17.36,1.16,0.78,1.26,1.6,1.0,0.64,250,182,150,0.93,3.16,3.44,52.867,348.575,140.976,140.0,0.0089,0.02658,1.0,5.0,2.0,1156.0,239.11,90.2,370.87,171.6,54.8,2.6,3.2,0.222,495.8,1251.2,1313.0,7.239993,7.239993,7.239993,90.0,90.0,90.0,1.0,5.0,-2.0,1.39,0.12,1.4,0.08571428571428572,1.2979131049410968,15.395393006253737
mp-556940,MgSiO3,Mg16Si16O48,"{'Mg': 16.0, 'Si': 16.0, 'O': 48.0}",2.978484282043063,3,895.4855821140897,3.8758,-3.1186058714166665,0.1269875210000002,12,14,8,3,3,2,2,14,16,24.305,28.0855,15.9994,14.0,12.06,17.36,0.86,0.54,1.26,1.4,1.14,0.64,251,219,150,1.31,1.98,3.44,0.0,133.068,140.976,160.0,150.0,0.02658,2.0,4.0,2.0,1363.0,3173.0,90.2,923.0,1687.0,54.8,8.7,50.2,0.222,737.7,786.5,1313.0,5.290159,9.185069,18.429241,90.0,90.0,90.0,2.0,4.0,-2.0,0.89,0.4,1.4,0.28571428571428575,0.8995969605095522,5.0641907098236185
mp-556983,LaGaO3,La2Ga2O6,"{'La': 2.0, 'Ga': 2.0, 'O': 6.0}",7.0040105024818375,3,121.6841724938779,3.2520999999999995,-3.102073215749999,0.0375552161428558,57,31,8,8,4,2,3,13,16,138.90547,69.723,15.9994,22.39,11.8,17.36,1.172,0.76,1.26,1.94,1.23,0.64,298,232,150,1.1,1.81,3.44,45.35,41.49,140.976,13.0,29.0,0.02658,3.0,3.0,2.0,3743.0,2477.0,90.2,1193.0,302.91,54.8,6.2,5.59,0.222,538.1,578.8,1313.0,5.56003903,5.56003903,5.56003903,120.24077559,119.59638809,90.14198201,3.0,3.0,-2.0,1.36,0.62,1.4,0.4428571428571429,0.9661458990469658,1.63549725722471
mp-557189,LiPO3,Li20P20O60,"{'Li': 20.0, 'P': 20.0, 'O': 60.0}",2.3538904117446133,2,1212.1365465148035,5.575200000000001,-2.718155509397618,0.0012980271000042,3,15,8,2,3,2,1,15,16,6.941,30.973762,15.9994,13.02,17.02,17.36,0.9,0.55,1.26,1.3,1.09,0.64,212,190,150,0.98,2.19,3.44,59.633,72.037,140.976,85.0,0.236,0.02658,1.0,5.0,2.0,1615.0,550.0,90.2,453.69,317.0,54.8,3.0,0.64,0.222,520.0,1011.0,1313.0,5.512048,13.301205,19.62527469,57.39720559,90.0,90.0,1.0,5.0,-2.0,0.92,0.38,1.4,0.27142857142857146,0.9216223215465114,5.42233087539812
mp-557803,MgSiO3,Mg8Si8O24,"{'Mg': 8.0, 'Si': 8.0, 'O': 24.0}",3.047045124671503,3,437.668236273748,4.6751000000000005,-3.215057205166667,0.0305361872499991,12,14,8,3,3,2,2,14,16,24.305,28.0855,15.9994,14.0,12.06,17.36,0.86,0.54,1.26,1.4,1.14,0.64,251,219,150,1.31,1.98,3.44,0.0,133.068,140.976,160.0,150.0,0.02658,2.0,4.0,2.0,1363.0,3173.0,90.2,923.0,1687.0,54.8,8.7,50.2,0.222,737.7,786.5,1313.0,5.2675,8.953006,9.280505,90.0,90.0,90.0,2.0,4.0,-2.0,0.89,0.4,1.4,0.28571428571428575,0.8995969605095522,5.0641907098236185
mp-558192,NaPO3,Na8P8O24,"{'Na': 8.0, 'P': 8.0, 'O': 24.0}",2.496909731986768,2,542.4671494356079,5.1702,-2.6469012922142867,0.0057743439166673,11,15,8,3,3,2,1,15,16,22.98976928,30.973762,15.9994,23.78,17.02,17.36,1.16,0.55,1.26,1.6,1.09,0.64,250,190,150,0.93,2.19,3.44,52.867,72.037,140.976,140.0,0.236,0.02658,1.0,5.0,2.0,1156.0,550.0,90.2,370.87,317.0,54.8,2.6,0.64,0.222,495.8,1011.0,1313.0,6.100525,7.75079,13.39288207,58.9387324,90.0,90.0,1.0,5.0,-2.0,1.39,0.38,1.4,0.27142857142857146,1.1083302918598135,5.504728085240877
mp-559252,NaIO3,Na4I4O12,"{'Na': 4.0, 'I': 4.0, 'O': 12.0}",3.700006433939443,3,355.2514108029106,3.411,-1.2003665757499995,0.1332870175000025,11,53,8,3,5,2,1,17,16,22.98976928,126.90447,15.9994,23.78,25.72,17.36,1.16,1.273333333,1.26,1.6,1.36,0.64,250,204,150,0.93,2.66,3.44,52.867,295.152,140.976,140.0,0.449,0.02658,1.0,7.0,2.0,1156.0,457.4,90.2,370.87,386.85,54.8,2.6,7.76,0.222,495.8,1008.4,1313.0,5.566224,7.421278,8.59996,90.0,90.0,90.0,1.0,5.0,-2.0,1.39,0.95,1.4,0.6785714285714286,0.8395012423448799,4.318059586788747
mp-559354,NaNbO3,Na4Nb4O12,"{'Na': 4.0, 'Nb': 4.0, 'O': 12.0}",4.178075920844645,3,260.55339819617905,1.8833,-2.82072901775,0.0359852939999996,11,41,8,3,5,2,1,5,16,22.98976928,92.90638,15.9994,23.78,10.83,17.36,1.16,0.82,1.26,1.6,1.56,0.64,250,256,150,0.93,1.59,3.44,52.867,88.381,140.976,140.0,54.0,0.02658,1.0,5.0,2.0,1156.0,5017.0,90.2,370.87,2750.0,54.8,2.6,26.8,0.222,495.8,652.1,1313.0,4.04094934,4.04094934,15.956757,90.0,90.0,90.47144013,1.0,5.0,-2.0,1.39,0.64,1.4,0.4571428571428572,0.9670725095639545,3.9877844549303405
mp-559767,LiAsO3,Li4As4O12,"{'Li': 4.0, 'As': 4.0, 'O': 12.0}",3.456178317675293,2,249.56921987170276,2.9619,-1.960356774583334,0.0357655144999995,3,33,8,2,4,2,1,15,16,6.941,74.9216,15.9994,13.02,12.95,17.36,0.9,0.66,1.26,1.3,1.2,0.64,212,188,150,0.98,2.18,3.44,59.633,77.57,140.976,85.0,50.0,0.02658,1.0,5.0,2.0,1615.0,887.0,90.2,453.69,1090.0,54.8,3.0,27.7,0.222,520.0,947.0,1313.0,7.08408325,7.08408325,5.3577469,74.47177152,74.47177152,84.99782193,1.0,5.0,-2.0,0.92,0.46,1.4,0.3285714285714286,0.8819826518025754,4.928868342647491
mp-560199,MnSiO3,Mn10Si10O30,"{'Mn': 10.0, 'Si': 10.0, 'O': 30.0}",3.5942617576944245,5,605.3168656424277,2.6466,-2.8011591962730336,0.0071932215999961,25,14,8,4,3,2,7,14,16,54.938045,28.0855,15.9994,7.35,12.06,17.36,0.648333333,0.54,1.26,1.29,1.14,0.64,245,219,150,1.55,1.98,3.44,0.0,133.068,140.976,7.8,150.0,0.02658,4.0,4.0,2.0,2334.0,3173.0,90.2,1519.0,1687.0,54.8,13.2,50.2,0.222,717.3,786.5,1313.0,6.801659,7.73032576,12.02802148,105.76209619,92.44259888,94.59551022,2.0,4.0,-2.0,0.96,0.4,1.4,0.28571428571428575,0.9270955575556956,4.982777162903586
mp-560522,MnSO3,Mn6S6O18,"{'Mn': 6.0, 'S': 6.0, 'O': 18.0}",3.332019111680299,6,403.6738695338799,3.387900000000001,-2.016737200831367,0.0404281766392351,25,16,8,4,3,2,7,16,16,54.938045,32.065,15.9994,7.35,15.53,17.36,0.648333333,0.88,1.26,1.29,1.04,0.64,245,189,150,1.55,2.58,3.44,0.0,200.41,140.976,7.8,0.205,0.02658,4.0,6.0,2.0,2334.0,717.87,90.2,1519.0,388.36,54.8,13.2,1.73,0.222,717.3,999.6,1313.0,8.04348687,8.04342912,8.04298081,109.25440238,109.26197314,109.26371617,2.0,4.0,-2.0,0.96,0.37,1.4,0.2642857142857143,0.9428090415820632,5.226435757866106
mp-573180,LaCoO3,La1Co1O3,"{'La': 1.0, 'Co': 1.0, 'O': 3.0}",7.341623228722615,0,55.60374124701541,0.6922999999999995,-2.5847744987500008,0.0765487460000002,57,27,8,8,4,2,3,9,16,138.90547,58.933195,15.9994,22.39,6.67,17.36,1.172,0.768333333,1.26,1.94,1.18,0.64,298,240,150,1.1,1.88,3.44,45.35,63.873,140.976,13.0,100.0,0.02658,3.0,4.0,2.0,3743.0,3200.0,90.2,1193.0,1768.0,54.8,6.2,16.2,0.222,538.1,760.4,1313.0,3.816817,3.816817,3.816817,90.0,90.0,90.0,3.0,3.0,-2.0,1.36,0.61,1.4,0.4357142857142857,0.970952595062125,1.637165915680015
mp-5837,LaGaO3,La4Ga4O12,"{'La': 4.0, 'Ga': 4.0, 'O': 12.0}",6.9637120671375285,3,244.776697806021,3.3808,-3.1071085717499995,0.0325198601428553,57,31,8,8,4,2,3,13,16,138.90547,69.723,15.9994,22.39,11.8,17.36,1.172,0.76,1.26,1.94,1.23,0.64,298,232,150,1.1,1.81,3.44,45.35,41.49,140.976,13.0,29.0,0.02658,3.0,3.0,2.0,3743.0,2477.0,90.2,1193.0,302.91,54.8,6.2,5.59,0.222,538.1,578.8,1313.0,5.559203,5.588688,7.878575,90.0,90.0,90.0,3.0,3.0,-2.0,1.36,0.62,1.4,0.4428571428571429,0.9661458990469658,1.63549725722471
mp-5924,MgSiO3,Mg2Si2O6,"{'Mg': 2.0, 'Si': 2.0, 'O': 6.0}",3.671345043443369,6,90.81105492543924,5.906300000000001,-3.110531369416667,0.1350620229999997,12,14,8,3,3,2,2,14,16,24.305,28.0855,15.9994,14.0,12.06,17.36,0.86,0.54,1.26,1.4,1.14,0.64,251,219,150,1.31,1.98,3.44,0.0,133.068,140.976,160.0,150.0,0.02658,2.0,4.0,2.0,1363.0,3173.0,90.2,923.0,1687.0,54.8,8.7,50.2,0.222,737.7,786.5,1313.0,5.34617629,5.34617629,5.34617681,53.189621,53.189621,53.18962004,2.0,4.0,-2.0,0.89,0.4,1.4,0.28571428571428575,0.8995969605095522,5.0641907098236185
mp-5945,MnSiO3,Mn14Si14O42,"{'Mn': 14.0, 'Si': 14.0, 'O': 42.0}",3.601547151537259,5,845.7293596037858,2.6185,-2.8012537885873194,0.0070986292857107,25,14,8,4,3,2,7,14,16,54.938045,28.0855,15.9994,7.35,12.06,17.36,0.648333333,0.54,1.26,1.29,1.14,0.64,245,219,150,1.55,1.98,3.44,0.0,133.068,140.976,7.8,150.0,0.02658,4.0,4.0,2.0,2334.0,3173.0,90.2,1519.0,1687.0,54.8,13.2,50.2,0.222,717.3,786.5,1313.0,6.819431,7.70909994,16.26500929,92.1642108,96.39317567,94.87071769,2.0,4.0,-2.0,0.96,0.4,1.4,0.28571428571428575,0.9270955575556956,4.982777162903586
